Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Cq Mean
E07,FAM,PfVarATS,Unkn,5299,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,5300,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,5301,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,5302,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,5303,37.27160552,NaN,37.27160552
E12,FAM,PfVarATS,Unkn,5304,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,5305,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,5306,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,5307,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,5308,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,5309,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,5310,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,5311,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,5312,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,5313,NaN,NaN,0
F10,FAM,PfVarATS,Unkn,5314,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,5315,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,5316,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,5317,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,5318,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,5319,NaN,NaN,0
G05,FAM,PfVarATS,Unkn,5321,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,5322,NaN,NaN,0
G07,FAM,PfVarATS,Unkn,5323,NaN,NaN,0
G08,FAM,PfVarATS,Unkn,5324,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,5325,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,5326,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,5327,NaN,NaN,0
G12,FAM,PfVarATS,Unkn,5328,NaN,NaN,0
H01,FAM,PfVarATS,Unkn,5329,39.62653095,NaN,39.62653095
H02,FAM,PfVarATS,Unkn,5330,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,5331,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,5332,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,5334,NaN,NaN,0
H07,FAM,PfVarATS,Unkn,5335,NaN,NaN,0
H08,FAM,PfVarATS,Unkn,5336,NaN,NaN,0
H09,FAM,PfVarATS,Unkn,5337,NaN,NaN,0
H10,FAM,PfVarATS,Unkn,5338,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,5238,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,5239,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,5240,36.41361416,NaN,36.41361416
A04,FAM,PfVarATS,Unkn,5241,37.07908634,NaN,37.07908634
A05,FAM,PfVarATS,Unkn,5242,37.13960892,NaN,37.13960892
A07,FAM,PfVarATS,Unkn,5244,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,5245,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,5246,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,5247,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,5248,NaN,NaN,0
A12,FAM,PfVarATS,Unkn,5249,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,2199,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,2120,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,2122,NaN,NaN,0
B04,FAM,PfVarATS,Unkn,2121,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,2123,NaN,NaN,0
B06,FAM,PfVarATS,Unkn,2124,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,2125,37.00399109,NaN,37.00399109
B08,FAM,PfVarATS,Unkn,2126,37.03241713,NaN,37.03241713
B09,FAM,PfVarATS,Unkn,2127,NaN,NaN,0
B10,FAM,PfVarATS,Unkn,2128,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,2129,NaN,NaN,0
B12,FAM,PfVarATS,Unkn,2130,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,2131,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,2132,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,2185,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,2186,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,2187,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,2188,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,2189,NaN,NaN,0
C08,FAM,PfVarATS,Unkn,2190,NaN,NaN,0
C09,FAM,PfVarATS,Unkn,2191,37.82204209,NaN,37.82204209
C10,FAM,PfVarATS,Unkn,2192,36.7797846,NaN,36.7797846
C11,FAM,PfVarATS,Unkn,2193,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,2194,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,2195,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,2196,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,2197,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,2198,37.70792263,NaN,37.70792263
D05,FAM,PfVarATS,Unkn,2199,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,2200,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,2210,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,2209,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,2208,NaN,NaN,0
D10,FAM,PfVarATS,Unkn,2207,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,2206,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,2205,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,2204,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,2203,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,2202,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,2201,NaN,NaN,0
E05,FAM,PfVarATS,Unkn,2211,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,2212,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,2213,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,2214,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,2215,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,2216,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,2217,36.6196076,NaN,36.6196076
E12,FAM,PfVarATS,Unkn,2218,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,2219,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,2220,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,2221,36.24800092,NaN,36.24800092
F04,FAM,PfVarATS,Unkn,2222,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,2223,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,2224,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,2225,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,2226,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,2227,36.46001132,NaN,36.46001132
F10,FAM,PfVarATS,Unkn,2228,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,2229,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,2230,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,2231,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,2232,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,2233,NaN,NaN,0
G04,FAM,PfVarATS,Unkn,2234,NaN,NaN,0
G05,FAM,PfVarATS,Unkn,2235,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,2236,NaN,NaN,0
G07,FAM,PfVarATS,Unkn,2237,NaN,NaN,0
G08,FAM,PfVarATS,Unkn,2238,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,2239,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,2240,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,2241,NaN,NaN,0
G12,FAM,PfVarATS,Unkn,2242,NaN,NaN,0
H01,FAM,PfVarATS,Unkn,2243,NaN,NaN,0
H02,FAM,PfVarATS,Unkn,2244,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,2245,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,2246,NaN,NaN,0
H05,FAM,PfVarATS,Unkn,2247,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,2248,NaN,NaN,0
H07,FAM,PfVarATS,Unkn,2249,NaN,NaN,0
H08,FAM,PfVarATS,Unkn,2250,38.30164761,NaN,38.30164761
H09,FAM,PfVarATS,Unkn,2251,38.63537094,NaN,38.63537094
H10,FAM,PfVarATS,Unkn,2252,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,5809,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,5810,NaN,NaN,0
A04,FAM,PfVarATS,Unkn,5811,NaN,NaN,0
A05,FAM,PfVarATS,Unkn,5812,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,5813,NaN,NaN,0
A07,FAM,PfVarATS,Unkn,5814,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,5815,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,5816,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,5817,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,5818,NaN,NaN,0
A12,FAM,PfVarATS,Unkn,5819,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,5820,39.31532046,NaN,39.31532046
B02,FAM,PfVarATS,Unkn,5821,42.5325509,NaN,42.5325509
B03,FAM,PfVarATS,Unkn,5822,39.45864824,NaN,39.45864824
B04,FAM,PfVarATS,Unkn,5823,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,5824,37.11604202,NaN,37.11604202
B06,FAM,PfVarATS,Unkn,5825,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,5826,37.05404067,NaN,37.05404067
B08,FAM,PfVarATS,Unkn,5828,NaN,NaN,0
B09,FAM,PfVarATS,Unkn,5829,NaN,NaN,0
B10,FAM,PfVarATS,Unkn,5830,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,5831,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,5833,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,5834,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,5835,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,5837,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,5838,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,5839,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,487,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,489,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,497,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,498,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,499,38.00812809,NaN,38.00812809
D07,FAM,PfVarATS,Unkn,501,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,502,37.18511636,NaN,37.18511636
D09,FAM,PfVarATS,Unkn,503,36.41631499,NaN,36.41631499
D10,FAM,PfVarATS,Unkn,504,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,505,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,508,36.10527101,NaN,36.10527101
E06,FAM,PfVarATS,Unkn,518,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,519,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,520,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,522,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,523,NaN,NaN,0
E12,FAM,PfVarATS,Unkn,524,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,525,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,526,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,538,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,539,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,540,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,541,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,542,NaN,NaN,0
F10,FAM,PfVarATS,Unkn,544,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,545,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,546,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,5840,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,5827,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,905,NaN,NaN,0
G05,FAM,PfVarATS,Unkn,907,36.05265373,NaN,36.05265373
G07,FAM,PfVarATS,Unkn,909,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,912,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,918,NaN,NaN,0
G12,FAM,PfVarATS,Unkn,919,36.88269838,NaN,36.88269838
H02,FAM,PfVarATS,Unkn,921,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,922,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,923,NaN,NaN,0
H05,FAM,PfVarATS,Unkn,924,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,925,36.28299925,NaN,36.28299925
H08,FAM,PfVarATS,Unkn,927,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,5339,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,5340,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,5341,NaN,NaN,0
A04,FAM,PfVarATS,Unkn,2019,NaN,NaN,0
A05,FAM,PfVarATS,Unkn,2020,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,2021,39.17459234,NaN,39.17459234
A07,FAM,PfVarATS,Unkn,2022,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,2023,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,2024,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,2025,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,2026,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,2028,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,2029,36.39821997,NaN,36.39821997
B04,FAM,PfVarATS,Unkn,2031,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,2032,37.23831896,NaN,37.23831896
B06,FAM,PfVarATS,Unkn,2033,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,2034,NaN,NaN,0
B08,FAM,PfVarATS,Unkn,2035,NaN,NaN,0
B10,FAM,PfVarATS,Unkn,2037,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,2038,37.45597516,NaN,37.45597516
B12,FAM,PfVarATS,Unkn,2039,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,2040,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,2041,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,2042,40.42098056,NaN,40.42098056
C04,FAM,PfVarATS,Unkn,2043,36.78817406,NaN,36.78817406
C05,FAM,PfVarATS,Unkn,2044,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,2045,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,2046,NaN,NaN,0
C08,FAM,PfVarATS,Unkn,2047,NaN,NaN,0
C09,FAM,PfVarATS,Unkn,2048,44.88303424,NaN,44.88303424
C10,FAM,PfVarATS,Unkn,2049,NaN,NaN,0
C11,FAM,PfVarATS,Unkn,2050,37.2521541,NaN,37.2521541
C12,FAM,PfVarATS,Unkn,2051,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,2052,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,2053,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,2054,7.392075654,NaN,7.392075654
D04,FAM,PfVarATS,Unkn,2055,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,2057,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,2058,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,2059,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,2060,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,2062,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,2063,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,2064,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,2065,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,2066,36.17346227,NaN,36.17346227
E04,FAM,PfVarATS,Unkn,2067,NaN,NaN,0
E05,FAM,PfVarATS,Unkn,2068,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,2069,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,2070,37.7177118,NaN,37.7177118
E08,FAM,PfVarATS,Unkn,2071,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,2072,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,2074,NaN,NaN,0
E12,FAM,PfVarATS,Unkn,2075,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,2076,38.06932255,NaN,38.06932255
F02,FAM,PfVarATS,Unkn,2077,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,2078,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,2079,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,2080,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,2082,37.53720953,NaN,37.53720953
F08,FAM,PfVarATS,Unkn,2083,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,2086,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,2087,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,2088,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,2089,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,2090,NaN,NaN,0
G04,FAM,PfVarATS,Unkn,2091,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,2093,NaN,NaN,0
G07,FAM,PfVarATS,Unkn,2094,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,2096,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,2097,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,2098,36.40506986,NaN,36.40506986
G12,FAM,PfVarATS,Unkn,2099,37.18563553,NaN,37.18563553
H03,FAM,PfVarATS,Unkn,2102,NaN,NaN,0
H05,FAM,PfVarATS,Unkn,2104,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,2105,NaN,NaN,0
H07,FAM,PfVarATS,Unkn,2106,37.01797399,NaN,37.01797399
H10,FAM,PfVarATS,Unkn,2109,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,5663,NaN,NaN,0
A05,FAM,PfVarATS,Unkn,5666,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,5667,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,5669,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,5670,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,5671,NaN,NaN,0
A12,FAM,PfVarATS,Unkn,5673,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,5674,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,5675,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,5676,NaN,NaN,0
B04,FAM,PfVarATS,Unkn,5677,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,5678,37.4095011,NaN,37.4095011
B08,FAM,PfVarATS,Unkn,5681,NaN,NaN,0
B10,FAM,PfVarATS,Unkn,5683,NaN,NaN,0
B12,FAM,PfVarATS,Unkn,5685,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,5686,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,5687,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,5688,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,5690,NaN,NaN,0
C08,FAM,PfVarATS,Unkn,5,NaN,NaN,0
C09,FAM,PfVarATS,Unkn,6,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,9,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,13,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,14,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,17,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,34,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,37,37.40581693,NaN,37.40581693
D08,FAM,PfVarATS,Unkn,38,NaN,NaN,0
D10,FAM,PfVarATS,Unkn,40,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,45,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,50,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,51,NaN,NaN,0
E05,FAM,PfVarATS,Unkn,54,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,55,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,56,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,59,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,60,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,61,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,65,NaN,NaN,0
E12,FAM,PfVarATS,Unkn,66,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,67,36.10690381,NaN,36.10690381
F02,FAM,PfVarATS,Unkn,68,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,69,38.32002286,NaN,38.32002286
F04,FAM,PfVarATS,Unkn,70,36.26990472,NaN,36.26990472
F05,FAM,PfVarATS,Unkn,71,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,189,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,190,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,192,NaN,NaN,0
F10,FAM,PfVarATS,Unkn,193,36.18457973,NaN,36.18457973
F11,FAM,PfVarATS,Unkn,194,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,198,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,199,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,200,NaN,NaN,0
G05,FAM,PfVarATS,Unkn,203,NaN,NaN,0
G08,FAM,PfVarATS,Unkn,213,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,214,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,215,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,216,NaN,NaN,0
G12,FAM,PfVarATS,Unkn,218,38.09053997,NaN,38.09053997
H01,FAM,PfVarATS,Unkn,219,NaN,NaN,0
H02,FAM,PfVarATS,Unkn,220,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,221,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,224,36.88790573,NaN,36.88790573
H05,FAM,PfVarATS,Unkn,228,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,231,NaN,NaN,0
H07,FAM,PfVarATS,Unkn,232,NaN,NaN,0
H08,FAM,PfVarATS,Unkn,237,37.47787253,NaN,37.47787253
H09,FAM,PfVarATS,Unkn,239,NaN,NaN,0
H10,FAM,PfVarATS,Unkn,240,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,964,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,965,37.01663581,NaN,37.01663581
A04,FAM,PfVarATS,Unkn,967,42.24737468,NaN,42.24737468
A05,FAM,PfVarATS,Unkn,968,40.43792901,NaN,40.43792901
A06,FAM,PfVarATS,Unkn,969,NaN,NaN,0
A07,FAM,PfVarATS,Unkn,970,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,971,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,972,38.53414977,NaN,38.53414977
A10,FAM,PfVarATS,Unkn,973,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,974,37.63817907,NaN,37.63817907
A12,FAM,PfVarATS,Unkn,975,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,976,38.42867167,NaN,38.42867167
B03,FAM,PfVarATS,Unkn,2371,41.04395638,NaN,41.04395638
B04,FAM,PfVarATS,Unkn,2372,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,2373,40.37049039,NaN,40.37049039
B07,FAM,PfVarATS,Unkn,2375,NaN,NaN,0
B08,FAM,PfVarATS,Unkn,2376,37.09544975,NaN,37.09544975
B09,FAM,PfVarATS,Unkn,2377,43.31913477,NaN,43.31913477
B10,FAM,PfVarATS,Unkn,2378,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,2379,NaN,NaN,0
B12,FAM,PfVarATS,Unkn,2380,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,2381,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,2382,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,2383,41.7472164,NaN,41.7472164
C04,FAM,PfVarATS,Unkn,2384,39.06645234,NaN,39.06645234
C05,FAM,PfVarATS,Unkn,2385,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,2386,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,2387,NaN,NaN,0
C08,FAM,PfVarATS,Unkn,2388,NaN,NaN,0
C09,FAM,PfVarATS,Unkn,2389,NaN,NaN,0
C10,FAM,PfVarATS,Unkn,2390,39.63745604,NaN,39.63745604
C11,FAM,PfVarATS,Unkn,2391,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,2392,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,2393,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,2394,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,2395,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,2396,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,2397,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,2398,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,2399,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,2400,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,2401,NaN,NaN,0
D10,FAM,PfVarATS,Unkn,2402,41.56978798,NaN,41.56978798
D11,FAM,PfVarATS,Unkn,2403,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,2404,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,2405,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,2406,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,2407,44.57725828,NaN,44.57725828
E04,FAM,PfVarATS,Unkn,2408,43.7565115,NaN,43.7565115
E05,FAM,PfVarATS,Unkn,2409,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,2410,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,2411,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,2412,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,2413,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,2414,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,2415,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,2417,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,2418,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,2419,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,2420,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,2421,36.40518766,NaN,36.40518766
F06,FAM,PfVarATS,Unkn,2422,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,2423,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,2424,38.23171707,NaN,38.23171707
F09,FAM,PfVarATS,Unkn,2425,37.67963249,NaN,37.67963249
F10,FAM,PfVarATS,Unkn,2426,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,2427,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,2428,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,2429,37.47530395,NaN,37.47530395
G02,FAM,PfVarATS,Unkn,2430,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,2431,NaN,NaN,0
G04,FAM,PfVarATS,Unkn,2432,NaN,NaN,0
G05,FAM,PfVarATS,Unkn,2433,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,2434,41.88623907,NaN,41.88623907
G07,FAM,PfVarATS,Unkn,2747,36.85985131,NaN,36.85985131
G08,FAM,PfVarATS,Unkn,2748,36.04122231,NaN,36.04122231
G09,FAM,PfVarATS,Unkn,2749,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,2750,NaN,NaN,0
