Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Cq Mean
C07,FAM,PfVarATS,Unkn,2272,3.372718587,NaN,3.372718587
C08,FAM,PfVarATS,Unkn,2273,NaN,NaN,0
C09,FAM,PfVarATS,Unkn,2274,NaN,NaN,0
C11,FAM,PfVarATS,Unkn,2276,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,2277,37.74590614,NaN,37.74590614
D01,FAM,PfVarATS,Unkn,2278,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,2279,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,2280,44.94813946,NaN,44.94813946
D05,FAM,PfVarATS,Unkn,2282,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,2283,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,2284,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,2285,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,2286,36.68826211,NaN,36.68826211
D10,FAM,PfVarATS,Unkn,2287,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,2288,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,2289,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,2290,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,2291,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,2292,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,2293,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,2296,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,2297,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,2298,36.9974079,NaN,36.9974079
E10,FAM,PfVarATS,Unkn,2299,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,2300,NaN,NaN,0
E12,FAM,PfVarATS,Unkn,2301,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,2302,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,2304,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,2305,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,2306,36.77541193,NaN,36.77541193
F06,FAM,PfVarATS,Unkn,2307,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,2308,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,2309,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,2313,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,2314,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,2316,NaN,NaN,0
G04,FAM,PfVarATS,Unkn,2317,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,2319,NaN,NaN,0
G07,FAM,PfVarATS,Unkn,2320,NaN,NaN,0
G08,FAM,PfVarATS,Unkn,2321,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,2322,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,2323,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,2324,NaN,NaN,0
G12,FAM,PfVarATS,Unkn,2325,NaN,NaN,0
H01,FAM,PfVarATS,Unkn,2326,36.09203602,NaN,36.09203602
H02,FAM,PfVarATS,Unkn,2327,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,2328,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,2329,37.16610353,NaN,37.16610353
H05,FAM,PfVarATS,Unkn,2330,36.41517792,NaN,36.41517792
H07,FAM,PfVarATS,Unkn,2332,NaN,NaN,0
H08,FAM,PfVarATS,Unkn,2333,NaN,NaN,0
H09,FAM,PfVarATS,Unkn,2334,NaN,NaN,0
H10,FAM,PfVarATS,Unkn,2335,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,1713,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,1714,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,1715,NaN,NaN,0
A04,FAM,PfVarATS,Unkn,1716,NaN,NaN,0
A05,FAM,PfVarATS,Unkn,1718,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,1719,NaN,NaN,0
A07,FAM,PfVarATS,Unkn,1720,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,1722,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,1723,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,1724,NaN,NaN,0
A12,FAM,PfVarATS,Unkn,1725,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,1726,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,1748,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,1749,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,1751,NaN,NaN,0
B06,FAM,PfVarATS,Unkn,1753,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,1752,NaN,NaN,0
B08,FAM,PfVarATS,Unkn,1754,36.25291165,NaN,36.25291165
B09,FAM,PfVarATS,Unkn,1755,NaN,NaN,0
B10,FAM,PfVarATS,Unkn,1756,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,1757,NaN,NaN,0
B12,FAM,PfVarATS,Unkn,1758,37.46276254,NaN,37.46276254
C02,FAM,PfVarATS,Unkn,1760,37.26587634,NaN,37.26587634
C03,FAM,PfVarATS,Unkn,1761,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,1762,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,1763,36.31657558,NaN,36.31657558
C07,FAM,PfVarATS,Unkn,1765,36.4310398,NaN,36.4310398
C08,FAM,PfVarATS,Unkn,1766,36.46975746,NaN,36.46975746
C09,FAM,PfVarATS,Unkn,1767,NaN,NaN,0
C10,FAM,PfVarATS,Unkn,1768,37.16031516,NaN,37.16031516
C12,FAM,PfVarATS,Unkn,1770,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,1771,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,1772,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,1773,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,1774,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,1776,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,1777,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,1778,37.05002927,NaN,37.05002927
D09,FAM,PfVarATS,Unkn,1779,38.48973879,NaN,38.48973879
D10,FAM,PfVarATS,Unkn,1811,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,1812,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,1813,37.61867243,NaN,37.61867243
E01,FAM,PfVarATS,Unkn,1814,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,1815,36.41782148,NaN,36.41782148
E03,FAM,PfVarATS,Unkn,1816,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,1817,NaN,NaN,0
E05,FAM,PfVarATS,Unkn,1818,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,1819,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,1820,36.57445837,NaN,36.57445837
E08,FAM,PfVarATS,Unkn,1821,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,1822,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,1823,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,1824,38.34129872,NaN,38.34129872
E12,FAM,PfVarATS,Unkn,1825,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,1827,36.32628339,NaN,36.32628339
F03,FAM,PfVarATS,Unkn,1828,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,1829,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,1830,37.11752122,NaN,37.11752122
F07,FAM,PfVarATS,Unkn,1832,36.17686885,NaN,36.17686885
F08,FAM,PfVarATS,Unkn,1833,38.0596871,NaN,38.0596871
F09,FAM,PfVarATS,Unkn,1834,NaN,NaN,0
F10,FAM,PfVarATS,Unkn,1835,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,1837,37.70028063,NaN,37.70028063
G01,FAM,PfVarATS,Unkn,1838,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,1839,NaN,NaN,0
G05,FAM,PfVarATS,Unkn,1842,37.10560403,NaN,37.10560403
G06,FAM,PfVarATS,Unkn,1843,NaN,NaN,0
G07,FAM,PfVarATS,Unkn,1844,36.85805896,NaN,36.85805896
G08,FAM,PfVarATS,Unkn,1845,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,1846,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,1847,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,1848,37.47155941,NaN,37.47155941
G12,FAM,PfVarATS,Unkn,1849,NaN,NaN,0
H01,FAM,PfVarATS,Unkn,1850,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,1852,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,1853,NaN,NaN,0
H05,FAM,PfVarATS,Unkn,1854,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,1855,NaN,NaN,0
H07,FAM,PfVarATS,Unkn,1856,NaN,NaN,0
H08,FAM,PfVarATS,Unkn,1857,NaN,NaN,0
H09,FAM,PfVarATS,Unkn,1858,NaN,NaN,0
H10,FAM,PfVarATS,Unkn,1859,37.35119686,NaN,37.35119686
A01,FAM,PfVarATS,Unkn,1860,37.18907452,NaN,37.18907452
A03,FAM,PfVarATS,Unkn,1862,38.43819419,NaN,38.43819419
A04,FAM,PfVarATS,Unkn,1890,37.2920606,NaN,37.2920606
A05,FAM,PfVarATS,Unkn,1891,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,5126,NaN,NaN,0
A07,FAM,PfVarATS,Unkn,5050,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,5051,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,5052,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,5053,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,5054,NaN,NaN,0
A12,FAM,PfVarATS,Unkn,5055,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,5056,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,5057,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,5058,43.466479,NaN,43.466479
B04,FAM,PfVarATS,Unkn,5059,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,5107,NaN,NaN,0
B06,FAM,PfVarATS,Unkn,5108,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,5109,NaN,NaN,0
B08,FAM,PfVarATS,Unkn,5110,NaN,NaN,0
B09,FAM,PfVarATS,Unkn,5111,NaN,NaN,0
B10,FAM,PfVarATS,Unkn,5112,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,5125,NaN,NaN,0
B12,FAM,PfVarATS,Unkn,5260,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,5115,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,5116,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,5117,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,5118,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,5119,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,5120,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,5121,NaN,NaN,0
C08,FAM,PfVarATS,Unkn,5122,NaN,NaN,0
C09,FAM,PfVarATS,Unkn,5123,NaN,NaN,0
C10,FAM,PfVarATS,Unkn,5124,NaN,NaN,0
C11,FAM,PfVarATS,Unkn,5125,36.97194521,NaN,36.97194521
C12,FAM,PfVarATS,Unkn,5260,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,5180,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,5181,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,5182,38.04760068,NaN,38.04760068
D04,FAM,PfVarATS,Unkn,5183,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,5184,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,5185,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,5186,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,5187,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,5188,NaN,NaN,0
D10,FAM,PfVarATS,Unkn,5189,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,5190,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,5191,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,5192,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,5193,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,5194,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,5195,NaN,NaN,0
E05,FAM,PfVarATS,Unkn,5196,36.173336,NaN,36.173336
E06,FAM,PfVarATS,Unkn,5197,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,5198,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,5199,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,5200,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,5201,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,5202,NaN,NaN,0
E12,FAM,PfVarATS,Unkn,5203,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,5205,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,5206,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,5207,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,5208,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,5209,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,5210,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,5211,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,5212,NaN,NaN,0
F10,FAM,PfVarATS,Unkn,5213,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,5214,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,5215,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,5216,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,5217,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,5218,NaN,NaN,0
G04,FAM,PfVarATS,Unkn,5219,NaN,NaN,0
G05,FAM,PfVarATS,Unkn,5220,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,5221,37.06078494,NaN,37.06078494
G07,FAM,PfVarATS,Unkn,5222,NaN,NaN,0
G08,FAM,PfVarATS,Unkn,5223,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,5224,38.28560271,NaN,38.28560271
G10,FAM,PfVarATS,Unkn,5225,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,5226,NaN,NaN,0
G12,FAM,PfVarATS,Unkn,5227,NaN,NaN,0
H01,FAM,PfVarATS,Unkn,5228,NaN,NaN,0
H02,FAM,PfVarATS,Unkn,5229,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,5230,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,5231,NaN,NaN,0
H05,FAM,PfVarATS,Unkn,5232,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,5233,NaN,NaN,0
H07,FAM,PfVarATS,Unkn,5234,NaN,NaN,0
H08,FAM,PfVarATS,Unkn,5235,NaN,NaN,0
H09,FAM,PfVarATS,Unkn,5236,NaN,NaN,0
H10,FAM,PfVarATS,Unkn,5237,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,4893,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,4894,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,4895,NaN,NaN,0
A04,FAM,PfVarATS,Unkn,4896,NaN,NaN,0
A05,FAM,PfVarATS,Unkn,4897,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,4898,38.50461058,NaN,38.50461058
A07,FAM,PfVarATS,Unkn,4899,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,4900,37.2509613,NaN,37.2509613
A09,FAM,PfVarATS,Unkn,4901,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,4902,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,4903,37.8625232,NaN,37.8625232
B01,FAM,PfVarATS,Unkn,4905,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,4907,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,4906,NaN,NaN,0
B04,FAM,PfVarATS,Unkn,4908,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,4909,NaN,NaN,0
B06,FAM,PfVarATS,Unkn,4910,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,4911,NaN,NaN,0
B09,FAM,PfVarATS,Unkn,4913,NaN,NaN,0
B10,FAM,PfVarATS,Unkn,4914,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,4915,36.98809533,NaN,36.98809533
B12,FAM,PfVarATS,Unkn,4916,40.12317085,NaN,40.12317085
C01,FAM,PfVarATS,Unkn,4917,40.50453128,NaN,40.50453128
C02,FAM,PfVarATS,Unkn,4918,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,4919,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,4920,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,4921,39.232984,NaN,39.232984
C06,FAM,PfVarATS,Unkn,4922,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,4923,NaN,NaN,0
C08,FAM,PfVarATS,Unkn,4924,37.17135345,NaN,37.17135345
C09,FAM,PfVarATS,Unkn,4925,38.1328314,NaN,38.1328314
C10,FAM,PfVarATS,Unkn,4926,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,4928,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,4929,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,4930,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,4931,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,4932,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,4933,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,4934,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,4935,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,4937,NaN,NaN,0
D10,FAM,PfVarATS,Unkn,4938,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,4939,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,4940,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,4941,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,4942,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,4943,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,4944,NaN,NaN,0
E05,FAM,PfVarATS,Unkn,4945,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,4946,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,4947,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,4948,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,4749,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,4750,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,4751,NaN,NaN,0
E12,FAM,PfVarATS,Unkn,4752,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,4753,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,4754,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,4755,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,4756,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,4757,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,4758,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,4759,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,4760,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,4761,40.37952523,NaN,40.37952523
F11,FAM,PfVarATS,Unkn,4763,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,4764,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,4765,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,4766,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,4767,NaN,NaN,0
G04,FAM,PfVarATS,Unkn,4768,39.00287732,NaN,39.00287732
G05,FAM,PfVarATS,Unkn,4769,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,4770,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,4773,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,4774,37.04636315,NaN,37.04636315
G12,FAM,PfVarATS,Unkn,4776,NaN,NaN,0
H02,FAM,PfVarATS,Unkn,4778,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,4779,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,4780,38.74192637,NaN,38.74192637
H06,FAM,PfVarATS,Unkn,4782,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,1951,37.62612174,NaN,37.62612174
A02,FAM,PfVarATS,Unkn,1952,NaN,NaN,0
A05,FAM,PfVarATS,Unkn,1955,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,1956,NaN,NaN,0
A07,FAM,PfVarATS,Unkn,1957,36.71987481,NaN,36.71987481
A08,FAM,PfVarATS,Unkn,1958,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,1859,36.54903613,NaN,36.54903613
A10,FAM,PfVarATS,Unkn,1960,37.25317211,NaN,37.25317211
A12,FAM,PfVarATS,Unkn,1962,41.87521263,NaN,41.87521263
B01,FAM,PfVarATS,Unkn,1963,38.81576484,NaN,38.81576484
B03,FAM,PfVarATS,Unkn,1965,39.99539134,NaN,39.99539134
B07,FAM,PfVarATS,Unkn,1996,NaN,NaN,0
B08,FAM,PfVarATS,Unkn,1997,NaN,NaN,0
B12,FAM,PfVarATS,Unkn,2001,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,2002,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,2003,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,2004,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,2005,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,2006,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,2007,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,2008,39.07462257,NaN,39.07462257
C09,FAM,PfVarATS,Unkn,2010,NaN,NaN,0
C10,FAM,PfVarATS,Unkn,2011,NaN,NaN,0
C11,FAM,PfVarATS,Unkn,2012,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,2013,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,2015,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,2016,38.47755062,NaN,38.47755062
D04,FAM,PfVarATS,Unkn,2017,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,2018,36.84723722,NaN,36.84723722
D07,FAM,PfVarATS,Unkn,5522,37.92164773,NaN,37.92164773
D08,FAM,PfVarATS,Unkn,5523,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,5524,36.11204696,NaN,36.11204696
D10,FAM,PfVarATS,Unkn,5525,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,5526,36.69495872,NaN,36.69495872
D12,FAM,PfVarATS,Unkn,5527,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,5528,36.46762749,NaN,36.46762749
E02,FAM,PfVarATS,Unkn,5529,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,5530,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,5531,36.3922159,NaN,36.3922159
E05,FAM,PfVarATS,Unkn,5532,36.66156721,NaN,36.66156721
E06,FAM,PfVarATS,Unkn,5533,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,5534,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,5535,36.92481803,NaN,36.92481803
E10,FAM,PfVarATS,Unkn,5537,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,5538,NaN,NaN,0
E12,FAM,PfVarATS,Unkn,5539,36.20160716,NaN,36.20160716
F01,FAM,PfVarATS,Unkn,5540,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,5541,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,5542,36.39723971,NaN,36.39723971
F05,FAM,PfVarATS,Unkn,5544,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,5545,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,5546,36.08127665,NaN,36.08127665
F08,FAM,PfVarATS,Unkn,5547,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,5548,NaN,NaN,0
F10,FAM,PfVarATS,Unkn,5549,37.66927417,NaN,37.66927417
F11,FAM,PfVarATS,Unkn,5550,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,5552,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,5553,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,5554,36.63695276,NaN,36.63695276
G04,FAM,PfVarATS,Unkn,5555,37.51622391,NaN,37.51622391
G06,FAM,PfVarATS,Unkn,5557,NaN,NaN,0
G07,FAM,PfVarATS,Unkn,5558,NaN,NaN,0
G08,FAM,PfVarATS,Unkn,5559,39.77013684,NaN,39.77013684
G11,FAM,PfVarATS,Unkn,5562,NaN,NaN,0
G12,FAM,PfVarATS,Unkn,5563,NaN,NaN,0
H01,FAM,PfVarATS,Unkn,5564,NaN,NaN,0
H02,FAM,PfVarATS,Unkn,5565,36.81310559,NaN,36.81310559
H05,FAM,PfVarATS,Unkn,5568,NaN,NaN,0
H07,FAM,PfVarATS,Unkn,5570,NaN,NaN,0
H08,FAM,PfVarATS,Unkn,5571,36.40549438,NaN,36.40549438
A01,FAM,PfVarATS,Unkn,787,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,788,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,789,NaN,NaN,0
A04,FAM,PfVarATS,Unkn,790,NaN,NaN,0
A05,FAM,PfVarATS,Unkn,791,38.34610709,NaN,38.34610709
A06,FAM,PfVarATS,Unkn,795,NaN,NaN,0
A07,FAM,PfVarATS,Unkn,796,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,797,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,798,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,799,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,800,NaN,NaN,0
A12,FAM,PfVarATS,Unkn,801,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,802,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,803,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,805,NaN,NaN,0
B04,FAM,PfVarATS,Unkn,806,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,807,NaN,NaN,0
B06,FAM,PfVarATS,Unkn,808,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,809,NaN,NaN,0
B08,FAM,PfVarATS,Unkn,810,NaN,NaN,0
B09,FAM,PfVarATS,Unkn,811,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,813,36.54154053,NaN,36.54154053
C01,FAM,PfVarATS,Unkn,817,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,818,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,819,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,820,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,821,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,822,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,823,NaN,NaN,0
C08,FAM,PfVarATS,Unkn,824,NaN,NaN,0
C09,FAM,PfVarATS,Unkn,825,NaN,NaN,0
C10,FAM,PfVarATS,Unkn,826,NaN,NaN,0
C11,FAM,PfVarATS,Unkn,827,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,828,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,829,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,830,38.18647002,NaN,38.18647002
D03,FAM,PfVarATS,Unkn,831,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,832,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,833,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,834,39.40244327,NaN,39.40244327
D10,FAM,PfVarATS,Unkn,838,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,839,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,840,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,861,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,862,NaN,NaN,0
